also	24,21,0.00154837111359,0.00122012090289	ham	0.00154837111359	
g	23,6,0.00148643626904,0.000388220287283	ham	0.00148643626904	
printer	23,0,0.00148643626904,5.54600410404e-05	ham	0.00148643626904	
sally	23,0,0.00148643626904,5.54600410404e-05	ham	0.00148643626904	
re	23,9,0.00148643626904,0.000554600410404	ham	0.00148643626904	
these	22,18,0.0014245014245,0.00105374077977	ham	0.0014245014245	
j	21,1,0.00136256657996,0.000110920082081	ham	0.00136256657996	
business	20,20,0.00130063173541,0.00116466086185	ham	0.00130063173541	
christmas	20,0,0.00130063173541,5.54600410404e-05	ham	0.00130063173541	
up	20,19,0.00130063173541,0.00110920082081	ham	0.00130063173541	
work	20,6,0.00130063173541,0.000388220287283	ham	0.00130063173541	
know	19,18,0.00123869689087,0.00105374077977	ham	0.00123869689087	
david	19,0,0.00123869689087,5.54600410404e-05	ham	0.00123869689087	
color	18,1,0.00117676204633,0.000110920082081	ham	0.00117676204633	
d	18,11,0.00117676204633,0.000665520492485	ham	0.00117676204633	
issues	18,1,0.00117676204633,0.000110920082081	ham	0.00117676204633	
group	18,1,0.00117676204633,0.000110920082081	ham	0.00117676204633	
rate	18,5,0.00117676204633,0.000332760246243	ham	0.00117676204633	
shirley	18,0,0.00117676204633,5.54600410404e-05	ham	0.00117676204633	
power	17,1,0.00111482720178,0.000110920082081	ham	0.00111482720178	
questions	17,15,0.00111482720178,0.000887360656647	ham	0.00111482720178	
meeting	17,0,0.00111482720178,5.54600410404e-05	ham	0.00111482720178	
sap	17,0,0.00111482720178,5.54600410404e-05	ham	0.00111482720178	
hours	17,9,0.00111482720178,0.000554600410404	ham	0.00111482720178	
eb	16,0,0.00105289235724,5.54600410404e-05	ham	0.00105289235724	
commercial	16,2,0.00105289235724,0.000166380123121	ham	0.00105289235724	
account	16,13,0.00105289235724,0.000776440574566	ham	0.00105289235724	
john	16,0,0.00105289235724,5.54600410404e-05	ham	0.00105289235724	
let	16,12,0.00105289235724,0.000720980533526	ham	0.00105289235724	
team	16,0,0.00105289235724,5.54600410404e-05	ham	0.00105289235724	
state	16,4,0.00105289235724,0.000277300205202	ham	0.00105289235724	
x	15,2,0.000990957512697,0.000166380123121	ham	0.000990957512697	
resources	15,6,0.000990957512697,0.000388220287283	ham	0.000990957512697	
vince	15,0,0.000990957512697,5.54600410404e-05	ham	0.000990957512697	
contact	15,9,0.000990957512697,0.000554600410404	ham	0.000990957512697	
entex	14,0,0.000929022668153,5.54600410404e-05	ham	0.000929022668153	
experience	14,2,0.000929022668153,0.000166380123121	ham	0.000929022668153	
hr	14,0,0.000929022668153,5.54600410404e-05	ham	0.000929022668153	
howard	14,0,0.000929022668153,5.54600410404e-05	ham	0.000929022668153	
each	14,8,0.000929022668153,0.000499140369364	ham	0.000929022668153	
development	14,1,0.000929022668153,0.000110920082081	ham	0.000929022668153	
utilities	14,0,0.000929022668153,5.54600410404e-05	ham	0.000929022668153	
years	13,2,0.00086708782361,0.000166380123121	ham	0.00086708782361	
she	13,1,0.00086708782361,0.000110920082081	ham	0.00086708782361	
role	13,0,0.00086708782361,5.54600410404e-05	ham	0.00086708782361	
meter	13,0,0.00086708782361,5.54600410404e-05	ham	0.00086708782361	
b	13,3,0.00086708782361,0.000221840164162	ham	0.00086708782361	
crenshaw	13,0,0.00086708782361,5.54600410404e-05	ham	0.00086708782361	
following	13,7,0.00086708782361,0.000443680328323	ham	0.00086708782361	
available	12,9,0.000805152979066,0.000554600410404	ham	0.000805152979066	
forward	12,1,0.000805152979066,0.000110920082081	ham	0.000805152979066	
going	12,11,0.000805152979066,0.000665520492485	ham	0.000805152979066	
america	12,1,0.000805152979066,0.000110920082081	ham	0.000805152979066	
including	12,3,0.000805152979066,0.000221840164162	ham	0.000805152979066	
bankruptcy	12,2,0.000805152979066,0.000166380123121	ham	0.000805152979066	
agreement	12,2,0.000805152979066,0.000166380123121	ham	0.000805152979066	
wholesale	12,1,0.000805152979066,0.000110920082081	ham	0.000805152979066	
office	12,11,0.000805152979066,0.000665520492485	ham	0.000805152979066	
leadership	12,0,0.000805152979066,5.54600410404e-05	ham	0.000805152979066	
two	12,9,0.000805152979066,0.000554600410404	ham	0.000805152979066	
within	12,8,0.000805152979066,0.000499140369364	ham	0.000805152979066	
under	11,8,0.000743218134522,0.000499140369364	ham	0.000743218134522	
several	11,5,0.000743218134522,0.000332760246243	ham	0.000743218134522	
year	11,10,0.000743218134522,0.000610060451445	ham	0.000743218134522	
mike	11,0,0.000743218134522,5.54600410404e-05	ham	0.000743218134522	
monday	11,2,0.000743218134522,0.000166380123121	ham	0.000743218134522	
than	11,10,0.000743218134522,0.000610060451445	ham	0.000743218134522	
assets	11,1,0.000743218134522,0.000110920082081	ham	0.000743218134522	
currently	11,4,0.000743218134522,0.000277300205202	ham	0.000743218134522	
additional	11,0,0.000743218134522,5.54600410404e-05	ham	0.000743218134522	
deal	11,3,0.000743218134522,0.000221840164162	ham	0.000743218134522	
human	11,2,0.000743218134522,0.000166380123121	ham	0.000743218134522	
contracts	11,1,0.000743218134522,0.000110920082081	ham	0.000743218134522	
kaminski	11,0,0.000743218134522,5.54600410404e-05	ham	0.000743218134522	
had	10,9,0.000681283289979,0.000554600410404	ham	0.000681283289979	
id	10,3,0.000681283289979,0.000221840164162	ham	0.000681283289979	
ees	10,0,0.000681283289979,5.54600410404e-05	ham	0.000681283289979	
houston	10,0,0.000681283289979,5.54600410404e-05	ham	0.000681283289979	
hpl	10,0,0.000681283289979,5.54600410404e-05	ham	0.000681283289979	
azurix	10,0,0.000681283289979,5.54600410404e-05	ham	0.000681283289979	
dynegy	10,0,0.000681283289979,5.54600410404e-05	ham	0.000681283289979	
everyone	10,6,0.000681283289979,0.000388220287283	ham	0.000681283289979	
continue	10,4,0.000681283289979,0.000277300205202	ham	0.000681283289979	
thu	10,0,0.000681283289979,5.54600410404e-05	ham	0.000681283289979	
responsibility	10,0,0.000681283289979,5.54600410404e-05	ham	0.000681283289979	
system	10,2,0.000681283289979,0.000166380123121	ham	0.000681283289979	
update	10,1,0.000681283289979,0.000110920082081	ham	0.000681283289979	
transmission	10,0,0.000681283289979,5.54600410404e-05	ham	0.000681283289979	
until	10,4,0.000681283289979,0.000277300205202	ham	0.000681283289979	
well	9,7,0.000619348445435,0.000443680328323	ham	0.000619348445435	
volume	9,0,0.000619348445435,5.54600410404e-05	ham	0.000619348445435	
th	9,0,0.000619348445435,5.54600410404e-05	ham	0.000619348445435	
may	9,10,0.000619348445435,0.000610060451445	ham	0.000619348445435	
ve	9,7,0.000619348445435,0.000443680328323	ham	0.000619348445435	
last	9,5,0.000619348445435,0.000332760246243	ham	0.000619348445435	
roberts	9,0,0.000619348445435,5.54600410404e-05	ham	0.000619348445435	
since	9,1,0.000619348445435,0.000110920082081	ham	0.000619348445435	
report	9,2,0.000619348445435,0.000166380123121	ham	0.000619348445435	
previous	9,0,0.000619348445435,5.54600410404e-05	ham	0.000619348445435	
number	9,2,0.000619348445435,0.000166380123121	ham	0.000619348445435	
market	9,3,0.000619348445435,0.000221840164162	ham	0.000619348445435	
senior	9,2,0.000619348445435,0.000166380123121	ham	0.000619348445435	
implementation	9,0,0.000619348445435,5.54600410404e-05	ham	0.000619348445435	
critical	9,0,0.000619348445435,5.54600410404e-05	ham	0.000619348445435	
however	9,2,0.000619348445435,0.000166380123121	ham	0.000619348445435	
george	9,0,0.000619348445435,5.54600410404e-05	ham	0.000619348445435	
davis	9,0,0.000619348445435,5.54600410404e-05	ham	0.000619348445435	
day	9,8,0.000619348445435,0.000499140369364	ham	0.000619348445435	
end	9,7,0.000619348445435,0.000443680328323	ham	0.000619348445435	
feel	9,7,0.000619348445435,0.000443680328323	ham	0.000619348445435	
l	9,1,0.000619348445435,0.000110920082081	ham	0.000619348445435	
inc	9,1,0.000619348445435,0.000110920082081	ham	0.000619348445435	
california	9,0,0.000619348445435,5.54600410404e-05	ham	0.000619348445435	
financial	9,0,0.000619348445435,5.54600410404e-05	ham	0.000619348445435	
desk	8,3,0.000557413600892,0.000221840164162	ham	0.000557413600892	
ena	8,0,0.000557413600892,5.54600410404e-05	ham	0.000557413600892	
already	8,3,0.000557413600892,0.000221840164162	ham	0.000557413600892	
gibner	8,0,0.000557413600892,5.54600410404e-05	ham	0.000557413600892	
few	8,2,0.000557413600892,0.000166380123121	ham	0.000557413600892	
call	8,3,0.000557413600892,0.000221840164162	ham	0.000557413600892	
discussion	8,0,0.000557413600892,5.54600410404e-05	ham	0.000557413600892	
brazil	8,0,0.000557413600892,5.54600410404e-05	ham	0.000557413600892	
being	8,2,0.000557413600892,0.000166380123121	ham	0.000557413600892	
north	8,3,0.000557413600892,0.000221840164162	ham	0.000557413600892	
vastar	8,0,0.000557413600892,5.54600410404e-05	ham	0.000557413600892	
possible	8,5,0.000557413600892,0.000332760246243	ham	0.000557413600892	
ranch	8,0,0.000557413600892,5.54600410404e-05	ham	0.000557413600892	
location	8,0,0.000557413600892,5.54600410404e-05	ham	0.000557413600892	
point	8,6,0.000557413600892,0.000388220287283	ham	0.000557413600892	
stinson	8,0,0.000557413600892,5.54600410404e-05	ham	0.000557413600892	
support	8,2,0.000557413600892,0.000166380123121	ham	0.000557413600892	
regional	8,0,0.000557413600892,5.54600410404e-05	ham	0.000557413600892	
morning	8,2,0.000557413600892,0.000166380123121	ham	0.000557413600892	
manager	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
lyn	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
williams	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
louise	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
training	7,1,0.000495478756348,0.000110920082081	ham	0.000495478756348	
plan	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
perspective	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
pg	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
reporting	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
still	7,4,0.000495478756348,0.000277300205202	ham	0.000495478756348	
set	7,6,0.000495478756348,0.000388220287283	ham	0.000495478756348	
susan	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
raymond	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
yesterday	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
take	7,7,0.000495478756348,0.000443680328323	ham	0.000495478756348	
likely	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
mary	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
prior	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
provide	7,6,0.000495478756348,0.000388220287283	ham	0.000495478756348	
michael	7,1,0.000495478756348,0.000110920082081	ham	0.000495478756348	
further	7,2,0.000495478756348,0.000166380123121	ham	0.000495478756348	
expertise	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
employees	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
camp	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
corporate	7,1,0.000495478756348,0.000110920082081	ham	0.000495478756348	
june	7,4,0.000495478756348,0.000277300205202	ham	0.000495478756348	
arcy	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
delete	7,1,0.000495478756348,0.000110920082081	ham	0.000495478756348	
activities	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
change	7,5,0.000495478756348,0.000332760246243	ham	0.000495478756348	
either	7,2,0.000495478756348,0.000166380123121	ham	0.000495478756348	
effective	7,3,0.000495478756348,0.000221840164162	ham	0.000495478756348	
gary	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
during	7,1,0.000495478756348,0.000110920082081	ham	0.000495478756348	
again	7,4,0.000495478756348,0.000277300205202	ham	0.000495478756348	
key	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
daren	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
bailout	7,0,0.000495478756348,5.54600410404e-05	ham	0.000495478756348	
flow	7,1,0.000495478756348,0.000110920082081	ham	0.000495478756348	
her	7,2,0.000495478756348,0.000166380123121	ham	0.000495478756348	
delivery	6,2,0.000433543911805,0.000166380123121	ham	0.000433543911805	
filing	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
entergy	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
early	6,2,0.000433543911805,0.000166380123121	ham	0.000433543911805	
attend	6,1,0.000433543911805,0.000110920082081	ham	0.000433543911805	
cash	6,5,0.000433543911805,0.000332760246243	ham	0.000433543911805	
case	6,1,0.000433543911805,0.000110920082081	ham	0.000433543911805	
carroll	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
fyi	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
commodity	6,1,0.000433543911805,0.000110920082081	ham	0.000433543911805	
internal	6,1,0.000433543911805,0.000110920082081	ham	0.000433543911805	
contract	6,3,0.000433543911805,0.000221840164162	ham	0.000433543911805	
dec	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
grant	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
attached	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
employee	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
effort	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
dave	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
burton	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
based	6,4,0.000433543911805,0.000277300205202	ham	0.000433543911805	
done	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
legislature	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
version	6,2,0.000433543911805,0.000166380123121	ham	0.000433543911805	
needs	6,3,0.000433543911805,0.000221840164162	ham	0.000433543911805	
needed	6,1,0.000433543911805,0.000110920082081	ham	0.000433543911805	
via	6,2,0.000433543911805,0.000166380123121	ham	0.000433543911805	
stella	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
vice	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
sources	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
natural	6,1,0.000433543911805,0.000110920082081	ham	0.000433543911805	
later	6,3,0.000433543911805,0.000221840164162	ham	0.000433543911805	
lin	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
president	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
less	6,6,0.000433543911805,0.000388220287283	ham	0.000433543911805	
organization	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
suppliers	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
robert	6,1,0.000433543911805,0.000110920082081	ham	0.000433543911805	
martin	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
texaco	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
pilot	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
ravi	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
process	6,5,0.000433543911805,0.000332760246243	ham	0.000433543911805	
thuraisingham	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
unit	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
w	6,4,0.000433543911805,0.000277300205202	ham	0.000433543911805	
nom	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
weeks	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
review	6,4,0.000433543911805,0.000277300205202	ham	0.000433543911805	
users	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
utility	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
personnel	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
smith	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
production	6,2,0.000433543911805,0.000166380123121	ham	0.000433543911805	
schedule	6,0,0.000433543911805,5.54600410404e-05	ham	0.000433543911805	
made	6,5,0.000433543911805,0.000332760246243	ham	0.000433543911805	
months	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
soon	5,3,0.000371609067261,0.000221840164162	ham	0.000371609067261	
mark	5,1,0.000371609067261,0.000110920082081	ham	0.000371609067261	
rick	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
terms	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
tang	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
transistion	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
ordered	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
opportunities	5,1,0.000371609067261,0.000110920082081	ham	0.000371609067261	
structure	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
nov	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
region	5,1,0.000371609067261,0.000110920082081	ham	0.000371609067261	
sergeev	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
near	5,1,0.000371609067261,0.000110920082081	ham	0.000371609067261	
return	5,2,0.000371609067261,0.000166380123121	ham	0.000371609067261	
user	5,2,0.000371609067261,0.000166380123121	ham	0.000371609067261	
working	5,3,0.000371609067261,0.000221840164162	ham	0.000371609067261	
local	5,1,0.000371609067261,0.000110920082081	ham	0.000371609067261	
shanbhogue	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
responsibilities	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
thursday	5,2,0.000371609067261,0.000166380123121	ham	0.000371609067261	
tomorrow	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
position	5,1,0.000371609067261,0.000110920082081	ham	0.000371609067261	
research	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
lot	5,4,0.000371609067261,0.000277300205202	ham	0.000371609067261	
zimin	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
networks	5,1,0.000371609067261,0.000110920082081	ham	0.000371609067261	
open	5,2,0.000371609067261,0.000166380123121	ham	0.000371609067261	
tlapek	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
samer	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
vincent	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
lu	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
performance	5,2,0.000371609067261,0.000166380123121	ham	0.000371609067261	
period	5,2,0.000371609067261,0.000166380123121	ham	0.000371609067261	
takriti	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
masson	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
wednesday	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
vasant	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
understanding	5,2,0.000371609067261,0.000166380123121	ham	0.000371609067261	
markets	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
term	5,1,0.000371609067261,0.000110920082081	ham	0.000371609067261	
paulo	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
supervisors	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
payroll	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
maureen	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
linda	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
weissman	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
names	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
view	5,5,0.000371609067261,0.000332760246243	ham	0.000371609067261	
regard	5,2,0.000371609067261,0.000166380123121	ham	0.000371609067261	
king	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
jason	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
epenergy	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
generation	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
farmer	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
february	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
applied	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
final	5,1,0.000371609067261,0.000110920082081	ham	0.000371609067261	
issler	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
ipps	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
asking	5,3,0.000371609067261,0.000221840164162	ham	0.000371609067261	
insure	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
baskets	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
billion	5,1,0.000371609067261,0.000110920082081	ham	0.000371609067261	
bob	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
input	5,1,0.000371609067261,0.000110920082081	ham	0.000371609067261	
across	5,4,0.000371609067261,0.000277300205202	ham	0.000371609067261	
keeley	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
carlos	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
causey	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
allocation	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
cindy	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
krishnarao	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
julie	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
communication	5,3,0.000371609067261,0.000221840164162	ham	0.000371609067261	
hrgovcic	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
joseph	5,2,0.000371609067261,0.000166380123121	ham	0.000371609067261	
addition	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
high	5,5,0.000371609067261,0.000332760246243	ham	0.000371609067261	
curriculum	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
join	5,4,0.000371609067261,0.000277300205202	ham	0.000371609067261	
held	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
debt	5,5,0.000371609067261,0.000332760246243	ham	0.000371609067261	
delainey	5,0,0.000371609067261,5.54600410404e-05	ham	0.000371609067261	
governor	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
break	4,1,0.000309674222718,0.000110920082081	ham	0.000309674222718	
accomodate	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
closely	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
individuals	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
changes	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
allocations	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
alex	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
approximately	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
allen	4,1,0.000309674222718,0.000110920082081	ham	0.000309674222718	
having	4,1,0.000309674222718,0.000110920082081	ham	0.000309674222718	
discuss	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
enrononline	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
functions	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
functionality	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
function	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
canada	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
arbitrage	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
ca	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
advance	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
kimberly	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
argentine	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
directly	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
kindall	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
edison	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
jan	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
happy	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
finance	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
angelova	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
current	4,4,0.000309674222718,0.000277300205202	ham	0.000309674222718	
hikes	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
created	4,1,0.000309674222718,0.000110920082081	ham	0.000309674222718	
did	4,4,0.000309674222718,0.000277300205202	ham	0.000309674222718	
floor	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
dhar	4,0,0.000309674222718,5.54600410404e-05	ham	0.000309674222718	
