allocation	5,0,0.000371609067261,5.54600410404e-05
allocations	4,0,0.000309674222718,5.54600410404e-05
allow	4,5,0.000309674222718,0.000332760246243
allows	2,1,0.000185804533631,0.000110920082081
almost	0,2,6.19348445435e-05,0.000166380123121
alone	0,1,6.19348445435e-05,0.000110920082081
along	0,2,6.19348445435e-05,0.000166380123121
alpra	0,1,6.19348445435e-05,0.000110920082081
already	8,3,0.000557413600892,0.000221840164162
also	24,21,0.00154837111359,0.00122012090289
alternative	0,1,6.19348445435e-05,0.000110920082081
alternatively	0,1,6.19348445435e-05,0.000110920082081
although	2,1,0.000185804533631,0.000110920082081
altra	1,0,0.000123869689087,5.54600410404e-05
alum	0,1,6.19348445435e-05,0.000110920082081
always	0,6,6.19348445435e-05,0.000388220287283
am	58,14,0.00365415582807,0.000831900615606
amadol	0,1,6.19348445435e-05,0.000110920082081
amazed	0,1,6.19348445435e-05,0.000110920082081
amb	0,1,6.19348445435e-05,0.000110920082081
ambien	0,1,6.19348445435e-05,0.000110920082081
amended	1,0,0.000123869689087,5.54600410404e-05
americ	0,2,6.19348445435e-05,0.000166380123121
america	12,1,0.000805152979066,0.000110920082081
american	0,2,6.19348445435e-05,0.000166380123121
amex	0,1,6.19348445435e-05,0.000110920082081
ami	1,0,0.000123869689087,5.54600410404e-05
amiable	0,1,6.19348445435e-05,0.000110920082081
amigo	0,1,6.19348445435e-05,0.000110920082081
amitava	4,0,0.000309674222718,5.54600410404e-05
among	3,3,0.000247739378174,0.000221840164162
amortize	4,0,0.000309674222718,5.54600410404e-05
amount	1,1,0.000123869689087,0.000110920082081
amounts	0,1,6.19348445435e-05,0.000110920082081
amy	0,2,6.19348445435e-05,0.000166380123121
an	20,41,0.00130063173541,0.0023293217237
anal	0,1,6.19348445435e-05,0.000110920082081
analyses	1,0,0.000123869689087,5.54600410404e-05
analysis	3,0,0.000247739378174,5.54600410404e-05
analyst	1,1,0.000123869689087,0.000110920082081
analyze	0,1,6.19348445435e-05,0.000110920082081
and	258,277,0.0160411247368,0.0154178914092
andrea	3,0,0.000247739378174,5.54600410404e-05
angelova	4,0,0.000309674222718,5.54600410404e-05
angels	0,2,6.19348445435e-05,0.000166380123121
angrily	0,1,6.19348445435e-05,0.000110920082081
anheuser	0,1,6.19348445435e-05,0.000110920082081
anita	2,0,0.000185804533631,5.54600410404e-05
annals	0,1,6.19348445435e-05,0.000110920082081
announcement	1,4,0.000123869689087,0.000277300205202
announcements	2,1,0.000185804533631,0.000110920082081
annoy	0,1,6.19348445435e-05,0.000110920082081
annoying	1,0,0.000123869689087,5.54600410404e-05
annuallouy	0,1,6.19348445435e-05,0.000110920082081
anonymise	0,1,6.19348445435e-05,0.000110920082081
anonymizer	0,1,6.19348445435e-05,0.000110920082081
anonymously	0,1,6.19348445435e-05,0.000110920082081
another	6,7,0.000433543911805,0.000443680328323
answer	0,5,6.19348445435e-05,0.000332760246243
answered	0,1,6.19348445435e-05,0.000110920082081
answering	0,1,6.19348445435e-05,0.000110920082081
answers	0,5,6.19348445435e-05,0.000332760246243
ante	0,1,6.19348445435e-05,0.000110920082081
anticipate	1,0,0.000123869689087,5.54600410404e-05
antivirus	0,1,6.19348445435e-05,0.000110920082081
antoine	1,0,0.000123869689087,5.54600410404e-05
any	32,25,0.00204384986994,0.00144196106705
anyare	0,1,6.19348445435e-05,0.000110920082081
anyhow	2,0,0.000185804533631,5.54600410404e-05
anyone	2,1,0.000185804533631,0.000110920082081
anything	3,7,0.000247739378174,0.000443680328323
anyway	1,1,0.000123869689087,0.000110920082081
anywhere	0,3,6.19348445435e-05,0.000221840164162
anz	0,2,6.19348445435e-05,0.000166380123121
aol	2,3,0.000185804533631,0.000221840164162
apachi	1,0,0.000123869689087,5.54600410404e-05
apart	0,2,6.19348445435e-05,0.000166380123121
apoligize	2,0,0.000185804533631,5.54600410404e-05
apollo	1,0,0.000123869689087,5.54600410404e-05
apologies	1,1,0.000123869689087,0.000110920082081
apologize	2,1,0.000185804533631,0.000110920082081
apparently	1,1,0.000123869689087,0.000110920082081
appeals	0,3,6.19348445435e-05,0.000221840164162
appear	4,1,0.000309674222718,0.000110920082081
appearance	1,1,0.000123869689087,0.000110920082081
appears	2,0,0.000185804533631,5.54600410404e-05
appetite	0,2,6.19348445435e-05,0.000166380123121
application	0,4,6.19348445435e-05,0.000277300205202
applied	5,0,0.000371609067261,5.54600410404e-05
apply	1,3,0.000123869689087,0.000221840164162
appreciate	1,0,0.000123869689087,5.54600410404e-05
appreciated	0,1,6.19348445435e-05,0.000110920082081
appreciation	2,0,0.000185804533631,5.54600410404e-05
approach	1,1,0.000123869689087,0.000110920082081
appropriate	3,0,0.000247739378174,5.54600410404e-05
approval	0,1,6.19348445435e-05,0.000110920082081
approved	1,4,0.000123869689087,0.000277300205202
approximately	4,0,0.000309674222718,5.54600410404e-05
aqmd	2,0,0.000185804533631,5.54600410404e-05
aqoj	0,1,6.19348445435e-05,0.000110920082081
arbitrage	4,0,0.000309674222718,5.54600410404e-05
architect	0,1,6.19348445435e-05,0.000110920082081
archive	0,1,6.19348445435e-05,0.000110920082081
arcy	7,0,0.000495478756348,5.54600410404e-05
are	55,84,0.00346835129444,0.00471410348844
area	1,1,0.000123869689087,0.000110920082081
areas	2,0,0.000185804533631,5.54600410404e-05
aren	0,1,6.19348445435e-05,0.000110920082081
argentine	4,0,0.000309674222718,5.54600410404e-05
arizona	1,0,0.000123869689087,5.54600410404e-05
ark	0,1,6.19348445435e-05,0.000110920082081
arm	1,0,0.000123869689087,5.54600410404e-05
armstrong	2,0,0.000185804533631,5.54600410404e-05
around	3,1,0.000247739378174,0.000110920082081
arrange	2,2,0.000185804533631,0.000166380123121
arranged	0,1,6.19348445435e-05,0.000110920082081
arrangement	2,0,0.000185804533631,5.54600410404e-05
arrangements	0,2,6.19348445435e-05,0.000166380123121
arrest	0,2,6.19348445435e-05,0.000166380123121
arrival	1,0,0.000123869689087,5.54600410404e-05
art	0,2,6.19348445435e-05,0.000166380123121
arthur	0,1,6.19348445435e-05,0.000110920082081
article	0,3,6.19348445435e-05,0.000221840164162
articles	0,1,6.19348445435e-05,0.000110920082081
as	54,39,0.00340641644989,0.00221840164162
ascii	0,1,6.19348445435e-05,0.000110920082081
ashburton	0,3,6.19348445435e-05,0.000221840164162
asia	0,1,6.19348445435e-05,0.000110920082081
aside	0,2,6.19348445435e-05,0.000166380123121
ask	2,6,0.000185804533631,0.000388220287283
asked	1,1,0.000123869689087,0.000110920082081
asking	5,3,0.000371609067261,0.000221840164162
asks	0,1,6.19348445435e-05,0.000110920082081
aspermont	0,3,6.19348445435e-05,0.000221840164162
assault	0,1,6.19348445435e-05,0.000110920082081
assay	0,1,6.19348445435e-05,0.000110920082081
assays	0,1,6.19348445435e-05,0.000110920082081
assembly	1,0,0.000123869689087,5.54600410404e-05
assemblyman	3,0,0.000247739378174,5.54600410404e-05
assets	11,1,0.000743218134522,0.000110920082081
assignment	1,0,0.000123869689087,5.54600410404e-05
assist	0,3,6.19348445435e-05,0.000221840164162
assistance	2,4,0.000185804533631,0.000277300205202
assistant	2,0,0.000185804533631,5.54600410404e-05
associate	1,0,0.000123869689087,5.54600410404e-05
association	1,0,0.000123869689087,5.54600410404e-05
assortment	0,1,6.19348445435e-05,0.000110920082081
assume	1,0,0.000123869689087,5.54600410404e-05
assuming	1,0,0.000123869689087,5.54600410404e-05
assumption	1,0,0.000123869689087,5.54600410404e-05
assure	3,0,0.000247739378174,5.54600410404e-05
asthma	0,1,6.19348445435e-05,0.000110920082081
at	57,66,0.00359222098353,0.00371582274971
ate	1,2,0.000123869689087,0.000166380123121
atop	0,1,6.19348445435e-05,0.000110920082081
atreus	0,1,6.19348445435e-05,0.000110920082081
attached	6,0,0.000433543911805,5.54600410404e-05
attatched	2,0,0.000185804533631,5.54600410404e-05
attempt	1,0,0.000123869689087,5.54600410404e-05
attend	6,1,0.000433543911805,0.000110920082081
attendance	2,0,0.000185804533631,5.54600410404e-05
attended	0,1,6.19348445435e-05,0.000110920082081
attending	1,0,0.000123869689087,5.54600410404e-05
attention	0,3,6.19348445435e-05,0.000221840164162
attest	1,0,0.000123869689087,5.54600410404e-05
attitudinal	0,1,6.19348445435e-05,0.000110920082081
attl	1,0,0.000123869689087,5.54600410404e-05
attn	0,2,6.19348445435e-05,0.000166380123121
attractive	1,1,0.000123869689087,0.000110920082081
attributable	0,1,6.19348445435e-05,0.000110920082081
audience	2,7,0.000185804533631,0.000443680328323
audio	0,2,6.19348445435e-05,0.000166380123121
audit	2,0,0.000185804533631,5.54600410404e-05
australia	2,7,0.000185804533631,0.000443680328323
australian	0,3,6.19348445435e-05,0.000221840164162
australiasds	0,1,6.19348445435e-05,0.000110920082081
authenticity	0,1,6.19348445435e-05,0.000110920082081
author	0,2,6.19348445435e-05,0.000166380123121
authorities	0,1,6.19348445435e-05,0.000110920082081
authority	1,0,0.000123869689087,5.54600410404e-05
authorized	0,1,6.19348445435e-05,0.000110920082081
automated	0,2,6.19348445435e-05,0.000166380123121
automatically	1,3,0.000123869689087,0.000221840164162
automobile	0,1,6.19348445435e-05,0.000110920082081
availability	0,2,6.19348445435e-05,0.000166380123121
available	12,9,0.000805152979066,0.000554600410404
average	0,3,6.19348445435e-05,0.000221840164162
aviation	1,0,0.000123869689087,5.54600410404e-05
avoid	3,5,0.000247739378174,0.000332760246243
avoided	1,0,0.000123869689087,5.54600410404e-05
await	0,2,6.19348445435e-05,0.000166380123121
awaking	0,1,6.19348445435e-05,0.000110920082081
aware	1,0,0.000123869689087,5.54600410404e-05
away	4,5,0.000309674222718,0.000332760246243
awesome	1,0,0.000123869689087,5.54600410404e-05
ax	0,1,6.19348445435e-05,0.000110920082081
axel	2,0,0.000185804533631,5.54600410404e-05
ay	0,1,6.19348445435e-05,0.000110920082081
azepam	0,1,6.19348445435e-05,0.000110920082081
azurix	10,0,0.000681283289979,5.54600410404e-05
b	13,3,0.00086708782361,0.000221840164162
baby	0,2,6.19348445435e-05,0.000166380123121
bachelors	0,1,6.19348445435e-05,0.000110920082081
back	5,16,0.000371609067261,0.000942820697687
background	2,7,0.000185804533631,0.000443680328323
backgrounds	0,1,6.19348445435e-05,0.000110920082081
backup	2,0,0.000185804533631,5.54600410404e-05
bacon	0,1,6.19348445435e-05,0.000110920082081
bacterial	0,1,6.19348445435e-05,0.000110920082081
bad	2,2,0.000185804533631,0.000166380123121
bade	0,1,6.19348445435e-05,0.000110920082081
baggage	0,1,6.19348445435e-05,0.000110920082081
bail	2,0,0.000185804533631,5.54600410404e-05
bailout	7,0,0.000495478756348,5.54600410404e-05
balance	0,1,6.19348445435e-05,0.000110920082081
banging	0,1,6.19348445435e-05,0.000110920082081
bank	0,4,6.19348445435e-05,0.000277300205202
banked	0,1,6.19348445435e-05,0.000110920082081
banker	2,0,0.000185804533631,5.54600410404e-05
banking	3,0,0.000247739378174,5.54600410404e-05
bankruptcy	12,2,0.000805152979066,0.000166380123121
bannerco	0,3,6.19348445435e-05,0.000221840164162
banners	0,1,6.19348445435e-05,0.000110920082081
bannersgomlm	0,6,6.19348445435e-05,0.000388220287283
bar	0,1,6.19348445435e-05,0.000110920082081
bareback	0,1,6.19348445435e-05,0.000110920082081
barely	0,1,6.19348445435e-05,0.000110920082081
bargaain	0,1,6.19348445435e-05,0.000110920082081
barnard	1,0,0.000123869689087,5.54600410404e-05
barney	3,0,0.000247739378174,5.54600410404e-05
barrier	0,2,6.19348445435e-05,0.000166380123121
barrow	1,0,0.000123869689087,5.54600410404e-05
base	0,1,6.19348445435e-05,0.000110920082081
based	6,4,0.000433543911805,0.000277300205202
basically	0,1,6.19348445435e-05,0.000110920082081
basis	1,3,0.000123869689087,0.000221840164162
baskets	5,0,0.000371609067261,5.54600410404e-05
bauxite	0,1,6.19348445435e-05,0.000110920082081
bawled	0,1,6.19348445435e-05,0.000110920082081
bazzd	0,1,6.19348445435e-05,0.000110920082081
bc	1,0,0.000123869689087,5.54600410404e-05
bcli	1,0,0.000123869689087,5.54600410404e-05
bd	0,5,6.19348445435e-05,0.000332760246243
bdf	0,1,6.19348445435e-05,0.000110920082081
be	90,84,0.00563607085346,0.00471410348844
beale	1,0,0.000123869689087,5.54600410404e-05
beans	0,1,6.19348445435e-05,0.000110920082081
bear	2,1,0.000185804533631,0.000110920082081
beard	0,1,6.19348445435e-05,0.000110920082081
beca	0,1,6.19348445435e-05,0.000110920082081
became	0,4,6.19348445435e-05,0.000277300205202
because	2,12,0.000185804533631,0.000720980533526
beck	3,0,0.000247739378174,5.54600410404e-05
become	0,4,6.19348445435e-05,0.000277300205202
bed	0,1,6.19348445435e-05,0.000110920082081
bedfellow	0,1,6.19348445435e-05,0.000110920082081
beds	0,3,6.19348445435e-05,0.000221840164162
been	25,8,0.00161030595813,0.000499140369364
beers	1,0,0.000123869689087,5.54600410404e-05
beetcn	0,1,6.19348445435e-05,0.000110920082081
before	7,11,0.000495478756348,0.000665520492485
began	2,4,0.000185804533631,0.000277300205202
begin	0,4,6.19348445435e-05,0.000277300205202
beginning	1,3,0.000123869689087,0.000221840164162
begins	0,1,6.19348445435e-05,0.000110920082081
behalf	1,0,0.000123869689087,5.54600410404e-05
being	8,2,0.000557413600892,0.000166380123121
believable	0,2,6.19348445435e-05,0.000166380123121
believe	5,6,0.000371609067261,0.000388220287283
believes	1,0,0.000123869689087,5.54600410404e-05
belonged	0,1,6.19348445435e-05,0.000110920082081
belongs	0,2,6.19348445435e-05,0.000166380123121
below	6,7,0.000433543911805,0.000443680328323
benchmarks	2,0,0.000185804533631,5.54600410404e-05
bendickson	0,2,6.19348445435e-05,0.000166380123121
benedicta	0,2,6.19348445435e-05,0.000166380123121
benefit	2,7,0.000185804533631,0.000443680328323
benefits	3,8,0.000247739378174,0.000499140369364
benewm	1,0,0.000123869689087,5.54600410404e-05
bennett	1,0,0.000123869689087,5.54600410404e-05
benson	0,1,6.19348445435e-05,0.000110920082081
ber	0,1,6.19348445435e-05,0.000110920082081
berkovitz	2,0,0.000185804533631,5.54600410404e-05
bernice	1,0,0.000123869689087,5.54600410404e-05
best	6,12,0.000433543911805,0.000720980533526
bestwaytoshop	0,1,6.19348445435e-05,0.000110920082081
better	1,6,0.000123869689087,0.000388220287283
between	2,2,0.000185804533631,0.000166380123121
beware	0,1,6.19348445435e-05,0.000110920082081
beyond	3,0,0.000247739378174,5.54600410404e-05
bgmlm	0,1,6.19348445435e-05,0.000110920082081
bharat	1,0,0.000123869689087,5.54600410404e-05
bid	1,0,0.000123869689087,5.54600410404e-05
big	3,6,0.000247739378174,0.000388220287283
biggest	0,1,6.19348445435e-05,0.000110920082081
bill	3,2,0.000247739378174,0.000166380123121
billed	0,2,6.19348445435e-05,0.000166380123121
billion	5,1,0.000371609067261,0.000110920082081
bills	2,0,0.000185804533631,5.54600410404e-05
birch	0,1,6.19348445435e-05,0.000110920082081
bit	1,1,0.000123869689087,0.000110920082081
biwven	0,1,6.19348445435e-05,0.000110920082081
biz	0,2,6.19348445435e-05,0.000166380123121
bjeffrie	1,0,0.000123869689087,5.54600410404e-05
bjwl	0,1,6.19348445435e-05,0.000110920082081
blainey	0,1,6.19348445435e-05,0.000110920082081
bless	0,2,6.19348445435e-05,0.000166380123121
blessed	0,2,6.19348445435e-05,0.000166380123121
block	2,2,0.000185804533631,0.000166380123121
blocked	0,2,6.19348445435e-05,0.000166380123121
blocking	0,1,6.19348445435e-05,0.000110920082081
blong	1,0,0.000123869689087,5.54600410404e-05
blood	0,1,6.19348445435e-05,0.000110920082081
blow	0,1,6.19348445435e-05,0.000110920082081
blows	1,0,0.000123869689087,5.54600410404e-05
blues	1,0,0.000123869689087,5.54600410404e-05
bmar	1,0,0.000123869689087,5.54600410404e-05
bmf	0,1,6.19348445435e-05,0.000110920082081
bmlm	0,2,6.19348445435e-05,0.000166380123121
board	0,3,6.19348445435e-05,0.000221840164162
bob	5,0,0.000371609067261,5.54600410404e-05
bodies	0,1,6.19348445435e-05,0.000110920082081
body	0,5,6.19348445435e-05,0.000332760246243
bodyfrankfurter	0,1,6.19348445435e-05,0.000110920082081
bold	0,2,6.19348445435e-05,0.000166380123121
bolnisi	0,1,6.19348445435e-05,0.000110920082081
bombs	0,1,6.19348445435e-05,0.000110920082081
bond	0,1,6.19348445435e-05,0.000110920082081
bondholders	1,0,0.000123869689087,5.54600410404e-05
bonds	2,0,0.000185804533631,5.54600410404e-05
bone	0,1,6.19348445435e-05,0.000110920082081
bonnard	1,0,0.000123869689087,5.54600410404e-05
bonus	0,5,6.19348445435e-05,0.000332760246243
bonuses	0,4,6.19348445435e-05,0.000277300205202
book	2,3,0.000185804533631,0.000221840164162
books	0,2,6.19348445435e-05,0.000166380123121
boost	0,1,6.19348445435e-05,0.000110920082081
boosts	0,1,6.19348445435e-05,0.000110920082081
booth	1,0,0.000123869689087,5.54600410404e-05
boots	1,0,0.000123869689087,5.54600410404e-05
booze	0,1,6.19348445435e-05,0.000110920082081
borlan	1,0,0.000123869689087,5.54600410404e-05
borland	0,1,6.19348445435e-05,0.000110920082081
borrowers	0,1,6.19348445435e-05,0.000110920082081
boss	0,1,6.19348445435e-05,0.000110920082081
both	5,7,0.000371609067261,0.000443680328323
bother	0,1,6.19348445435e-05,0.000110920082081
bottom	0,2,6.19348445435e-05,0.000166380123121
bought	2,1,0.000185804533631,0.000110920082081
bound	0,2,6.19348445435e-05,0.000166380123121
boundary	0,1,6.19348445435e-05,0.000110920082081
box	0,17,6.19348445435e-05,0.000998280738728
boxes	1,0,0.000123869689087,5.54600410404e-05
boy	0,2,6.19348445435e-05,0.000166380123121
bp	3,0,0.000247739378174,5.54600410404e-05
br	2,0,0.000185804533631,5.54600410404e-05
brad	2,0,0.000185804533631,5.54600410404e-05
bradford	1,0,0.000123869689087,5.54600410404e-05
brainstorm	1,0,0.000123869689087,5.54600410404e-05
brand	0,1,6.19348445435e-05,0.000110920082081
branded	0,1,6.19348445435e-05,0.000110920082081
branding	0,1,6.19348445435e-05,0.000110920082081
brazil	8,0,0.000557413600892,5.54600410404e-05
brazilian	4,0,0.000309674222718,5.54600410404e-05
break	4,1,0.000309674222718,0.000110920082081
breakthrough	1,0,0.000123869689087,5.54600410404e-05
breath	0,4,6.19348445435e-05,0.000277300205202
breathe	0,2,6.19348445435e-05,0.000166380123121
bredd	1,0,0.000123869689087,5.54600410404e-05
brenda	1,0,0.000123869689087,5.54600410404e-05
brennan	1,0,0.000123869689087,5.54600410404e-05
brent	1,1,0.000123869689087,0.000110920082081
brett	3,0,0.000247739378174,5.54600410404e-05
brex	0,1,6.19348445435e-05,0.000110920082081
brian	1,0,0.000123869689087,5.54600410404e-05
brick	0,1,6.19348445435e-05,0.000110920082081
bring	1,0,0.000123869689087,5.54600410404e-05
brings	2,2,0.000185804533631,0.000166380123121
broad	2,0,0.000185804533631,5.54600410404e-05
broker	0,1,6.19348445435e-05,0.000110920082081
brought	0,1,6.19348445435e-05,0.000110920082081
brown	1,2,0.000123869689087,0.000166380123121
browser	0,2,6.19348445435e-05,0.000166380123121
brutal	0,1,6.19348445435e-05,0.000110920082081
bryan	1,0,0.000123869689087,5.54600410404e-05
btu	1,0,0.000123869689087,5.54600410404e-05
buchsbaum	1,0,0.000123869689087,5.54600410404e-05
buck	1,0,0.000123869689087,5.54600410404e-05
build	0,5,6.19348445435e-05,0.000332760246243
building	3,2,0.000247739378174,0.000166380123121
buildings	0,1,6.19348445435e-05,0.000110920082081
buka	0,2,6.19348445435e-05,0.000166380123121
bull	0,1,6.19348445435e-05,0.000110920082081
bullet	0,5,6.19348445435e-05,0.000332760246243
bulleted	0,2,6.19348445435e-05,0.000166380123121
bullets	0,1,6.19348445435e-05,0.000110920082081
burning	0,2,6.19348445435e-05,0.000166380123121
burst	0,1,6.19348445435e-05,0.000110920082081
burton	6,0,0.000433543911805,5.54600410404e-05
bus	2,1,0.000185804533631,0.000110920082081
busine	0,1,6.19348445435e-05,0.000110920082081
busines	0,1,6.19348445435e-05,0.000110920082081
business	20,20,0.00130063173541,0.00116466086185
businesses	0,4,6.19348445435e-05,0.000277300205202
businessopps	0,1,6.19348445435e-05,0.000110920082081
bussell	1,0,0.000123869689087,5.54600410404e-05
busy	0,1,6.19348445435e-05,0.000110920082081
but	21,35,0.00136256657996,0.00199656147746
butler	1,0,0.000123869689087,5.54600410404e-05
button	0,1,6.19348445435e-05,0.000110920082081
buy	1,3,0.000123869689087,0.000221840164162
buybacks	1,0,0.000123869689087,5.54600410404e-05
buying	1,0,0.000123869689087,5.54600410404e-05
by	52,57,0.00328254676081,0.00321668238034
bye	0,1,6.19348445435e-05,0.000110920082081
byee	0,1,6.19348445435e-05,0.000110920082081
bypass	0,1,6.19348445435e-05,0.000110920082081
